drug_code,brand_name,ai_group_no,company_name,drug_identification_number
78065,CHILDREN'S MOTRIN COLD,0222394002,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,02295350
78074,ACT CITALOPRAM,0136243004,ACTAVIS PHARMA COMPANY,02295431
78088,LOWPRIN 325,0101169001,EURO-PHARM INTERNATIONAL CANADA INC,02295571
78113,COLD MEDICATION REGULAR NIGHTTIME TABLETS PE,0451565001,PHARMETICS (2011) INC,02295792
78115,TRIATEC FORT/STRONG ULTRA EFFICACE/ULTRA RELIEF,0211744002,LABORATOIRES TRIANON INC,02295814
78122,HEMORRHOIDAL OINTMENT WITH ANESTHETIC FOR EXTRA PAIN RELIEF,0214197002,PHARMETICS (2011) INC,02295865
78132,IBUPROFEN ORAL SUSPENSION USP,0108883005,APOTEX INC,02295970
78137,LOWPRIN 325 CHEWABLE TABLET,0101169001,EURO-PHARM INTERNATIONAL CANADA INC,02296012
78140,TAPAZOLE,0104552002,PALADIN LABS INC,02296047
78141,APO-DORZOLAMIDE,0128558001,APOTEX INC,02296055
78190,PMS-QUETIAPINE,0131858004,PHARMASCIENCE INC,02296586
78231,NITETIME COLD RELIEF EXTRA STRENGTH,0451565009,JAMP PHARMA CORPORATION,02296969
78241,SINUSALES EXTRA FORT NUIT,0312435001,PRODEMDIS ENR.,02297078
78250,STARNOC,0140801001,PFIZER CANADA INC,02297124
78251,STARNOC,0140801002,PFIZER CANADA INC,02297132
78252,GRIPPE EXTRA FORT JOUR,0351264005,THERAPHARMA INC.,02297140
78253,RHUME EXTRA FORT JOUR,0351264005,THERAPHARMA INC.,02297159
78254,SINUS EXTRA FORT JOUR,0217793003,THERAPHARMA INC.,02297167
78257,CEFAZOLIN FOR INJECTION USP,0109442002,PFIZER CANADA INC,02297191
78291,APO-PERINDOPRIL-INDAPAMIDE,0248401001,APOTEX INC,02297574
78293,GRIPPE EXTRA FORT NUIT,0451565002,THERAPHARMA INC.,02297590
78294,RHUME EXTRA FORT NUIT,0451565002,THERAPHARMA INC.,02297604
78295,ALLERGIE EXTRA FORT,0316099001,THERAPHARMA INC.,02297612
78296,SINUS EXTRA FORT NUIT,0316099001,THERAPHARMA INC.,02297620
78354,MYLAN-ONDANSETRON INJECTION,0131120004,MYLAN PHARMACEUTICALS ULC,02298252
78356,SANDOZ CLARITHROMYCIN XL,0123752002,SANDOZ CANADA INCORPORATED,02298260
78371,ACETAMINOPHEN/PSEUDOEPHEDRINE/DEXTROMETHORPHAN/DOXYLAMINE,0419805008,APOTEX INC,02298414
78374,GAS RELIEF EXTRA STRENGTH,0131347001,APOTEX INC,02298430
78375,GAS RELIEF ULTRA STRENGTH,0131347005,APOTEX INC,02298449
78386,ACETAMINOPHEN/DEXTROMETHORPHAN/PSEUDOEPHEDRINE,0319503004,APOTEX INC,02298562
78401,ACETAMINOPHEN ELIXIR WITH 8MG CODEINE PHOSPHATE SYRUP,0211376002,JAMP PHARMA CORPORATION,02298708
78438,DOM-PAROXETINE,0123131007,DOMINION PHARMACAL,02298961
78442,DOM-QUETIAPINE,0131858004,DOMINION PHARMACAL,02299011
78505,BICAVERA 1.5% GLUCOSE,0551242004,FRESENIUS MEDICAL CARE CANADA INC,02299682
78506,BICAVERA 2.3% GLUCOSE,0551242005,FRESENIUS MEDICAL CARE CANADA INC,02299690
78507,BICAVERA 4.25% GLUCOSE,0551242006,FRESENIUS MEDICAL CARE CANADA INC,02299704
78512,RAN-QUINAPRIL,0123206001,RANBAXY PHARMACEUTICALS CANADA INC.,02299755
78513,RAN-QUINAPRIL,0123206002,RANBAXY PHARMACEUTICALS CANADA INC.,02299763
78514,RAN-QUINAPRIL,0123206003,RANBAXY PHARMACEUTICALS CANADA INC.,02299771
78515,RAN-QUINAPRIL,0123206004,RANBAXY PHARMACEUTICALS CANADA INC.,02299798
78556,EXTRA STRENGTH ACETAMINOPHEN QUICK RELEASE GELCAPS,0102009002,TANTA PHARMACEUTICALS INC,02300249
78585,APO-SUMATRIPTAN,0123238003,APOTEX INC,02300567
78586,APO-SUMATRIPTAN,0123238005,APOTEX INC,02300575
78653,MOUSSE ANTIBACTERIAL,0108865003,ABC COMPOUNDING CO. INC.,02301199
78702,ANTI-ITCH PLUS CREAM,0248141001,TARO PHARMACEUTICALS INC,02301717
78731,SANISUDZ,0104993027,GERMIPHENE CORPORATION,02301989
78757,DIAPER RASH OINTMENT FRAGRANCE FREE,0221837004,CRLS,02302233
78759,DIAPER RASH OINTMENT EXTRA STRENGTH,0221837005,CRLS,02302268
78784,IPG-CITALOPRAM,0136243001,MARCAN PHARMACEUTICALS INC,02302535
78785,IPG-CITALOPRAM,0136243002,MARCAN PHARMACEUTICALS INC,02302543
78789,WINRHO SDF,0106269005,SAOL THERAPEUTICS RESEARCH LIMITED,02302586
78790,WINRHO SDF,0106269006,SAOL THERAPEUTICS RESEARCH LIMITED,02302608
78925,PMS-ESCITALOPRAM,0150435001,PHARMASCIENCE INC,02303930
78927,PMS-ESCITALOPRAM,0150435003,PHARMASCIENCE INC,02303957
78931,ZOLEDRONIC ACID CONCENTRATE,0141761002,APOTEX INC,02304007
78978,TEVA-DOXYLAMINE/PYRIDOXINE DR,0213346001,TEVA CANADA LIMITED,02304503
78986,IPG-ONDANSETRON,0131120003,MARCAN PHARMACEUTICALS INC,02304597
78987,IPG-ONDANSETRON,0131120001,MARCAN PHARMACEUTICALS INC,02304600
79010,PMS-MOXIFLOXACIN,0142242001,PHARMASCIENCE INC,02304821
79015,KID'S SUN SCREEN,0527574004,"AMAKRIS PRODUCTS, INC.",02304880
79054,EURO ACETAMINOPHEN,0102009002,EURO-PHARM INTERNATIONAL CANADA INC,02305097
79059,EURO ACETAMINOPHEN,0102009002,EURO-PHARM INTERNATIONAL CANADA INC,02305100
79060,EURO ACETAMINOPHEN,0102009001,EURO-PHARM INTERNATIONAL CANADA INC,02305119
79061,EURO ACETAMINOPHEN,0102009001,EURO-PHARM INTERNATIONAL CANADA INC,02305127
79091,SUNSCREEN SPF 45,0428435024,CROC BLOC PRODUCTS INC.,02305380
79119,MYLAN-PIPERACILLIN AND TAZOBACTAM FOR INJECTION,0225919004,MYLAN PHARMACEUTICALS ULC,02305623
79120,MYLAN-PIPERACILLIN AND TAZOBACTAM FOR INJECTION,0225919005,MYLAN PHARMACEUTICALS ULC,02305631
79121,MYLAN-PIPERACILLIN AND TAZOBACTAM FOR INJECTION,0225919006,MYLAN PHARMACEUTICALS ULC,02305658
79241,TOPICAL ANTIBIOTIC OINTMENT,0231324002,CRLS,02306719
79243,DOM-LEVOFLOXACIN,0131663005,DOMINION PHARMACAL,02306735
79254,KIDS SPF 45 SUNSCREEN SPRAY,0652451001,PRIME ENTERPRISES INC,02306859
79272,PMS-IBUPROFEN,0108883004,PHARMASCIENCE INC,02307049
79273,PMS-IBUPROFEN (CAPLETS),0108883004,PHARMASCIENCE INC,02307057
79277,TEEN PMS RELIEF COMPLETE CAPLETS,0324673002,TANTA PHARMACEUTICALS INC,02307103
79282,DOM-MOXIFLOXACIN,0142242001,DOMINION PHARMACAL,02307154
79299,KIDS COLD CHEWABLE TABLETS,0244021006,TANTA PHARMACEUTICALS INC,02307316
79300,DOM-OLANZAPINE,0128783001,DOMINION PHARMACAL,02307324
79301,DOM-OLANZAPINE,0128783003,DOMINION PHARMACAL,02307332
79302,DOM-OLANZAPINE,0128783004,DOMINION PHARMACAL,02307340
79303,DOM-OLANZAPINE,0128783002,DOMINION PHARMACAL,02307359
79304,DOM-OLANZAPINE,0128783005,DOMINION PHARMACAL,02307367
79305,DOM-OLANZAPINE ODT,0128783003,DOMINION PHARMACAL,02307375
79306,DOM-OLANZAPINE ODT,0128783002,DOMINION PHARMACAL,02307383
79307,DOM-OLANZAPINE ODT,0128783005,DOMINION PHARMACAL,02307391
79337,DOM-RIVASTIGMINE,0140521001,DOMINION PHARMACAL,02307685
79338,DOM-RIVASTIGMINE,0140521002,DOMINION PHARMACAL,02307693
79339,DOM-RIVASTIGMINE,0140521003,DOMINION PHARMACAL,02307707
79340,DOM-RIVASTIGMINE,0140521004,DOMINION PHARMACAL,02307715
79343,DOM-ISMN,0120456002,DOMINION PHARMACAL,02307758
79375,MIRCERA,0152455008,HOFFMANN-LA ROCHE LIMITED,02308061
79376,MIRCERA,0152455009,HOFFMANN-LA ROCHE LIMITED,02308088
79377,MIRCERA,0152455010,HOFFMANN-LA ROCHE LIMITED,02308096
79378,MIRCERA,0152455011,HOFFMANN-LA ROCHE LIMITED,02308118
79379,MIRCERA,0152455012,HOFFMANN-LA ROCHE LIMITED,02308126
79380,MIRCERA,0152455013,HOFFMANN-LA ROCHE LIMITED,02308134
79389,DOM-BISOPROLOL,0122418001,DOMINION PHARMACAL,02308223
79390,DOM-BISOPROLOL,0122418002,DOMINION PHARMACAL,02308231
79411,RESERVE DOCUSATE DE SODIUM SODIUM DOCUSATE,0104351002,LABORATOIRE RIVA INC,02308479
79413,VECTIBIX,0152457001,AMGEN CANADA INC,02308495
79463,DOM-PRAMIPEXOLE,0152169002,DOMINION PHARMACAL,02309025
79464,DOM-PRAMIPEXOLE,0152169003,DOMINION PHARMACAL,02309033
79465,DOM-PRAMIPEXOLE,0152169004,DOMINION PHARMACAL,02309041
79478,RAN-ISOTRETINOIN,0115751001,RANBAXY PHARMACEUTICALS CANADA INC.,02309173
79495,DOM-LEFLUNOMIDE,0140182001,DOMINION PHARMACAL,02309343
79496,DOM-LEFLUNOMIDE,0140182002,DOMINION PHARMACAL,02309351
79500,DOM-CILAZAPRIL,0122806001,DOMINION PHARMACAL,02309408
79501,DOM-CILAZAPRIL,0122806004,DOMINION PHARMACAL,02309416
79502,DOM-CILAZAPRIL,0122806002,DOMINION PHARMACAL,02309424
79503,DOM-FLUCONAZOLE,0122529004,DOMINION PHARMACAL,02309432
79505,IBUPROFEN,0108883002,1466406 ONTARIO LTD,02309459
79521,DOM-RISPERIDONE,0124332003,DOMINION PHARMACAL,02309572
79523,DOCUSATE SODIUM CAPSULES USP 100MG,0104351002,MARCAN PHARMACEUTICALS INC,02309599
79528,DIPHENHYDRAMINE HYDROCHLORIDE CAPLETS 50 MG,0102639001,MARCAN PHARMACEUTICALS INC,02309629
79530,ACETAMINOPHEN RAPID ACTION GELCAPS 500MG,0102009002,MARCAN PHARMACEUTICALS INC,02309645
79549,"LACTULOSE SOLUTION, USP 667MG/ML",0113020005,MARCAN PHARMACEUTICALS INC,02309823
79567,DOM-PANTOPRAZOLE,0133229002,DOMINION PHARMACAL,02309998
79604,SANDOZ OLANZAPINE,0128783006,SANDOZ CANADA INCORPORATED,02310406
79621,DERMSAFE CHLORHEXIDINE GLUCONATE HAND SANITIZER LOTION,0107629001,SKINVISIBLE PHARMACEUTICALS INC,02310589
79637,CLEA FOAMING HAND SANITIZER,0104993004,WOODBINE PRODUCTS COMPANY,02310740
79641,CALAMINE LOTION WITH ANTIHISTAMINE,0210943001,PHARMETICS (2011) INC,02310783
79682,CHILDREN'S ALLERGY RELIEF LIQUID,0102639004,PHARMETICS (2011) INC,02311232
79683,ALLERGY RELIEF ELIXIR,0102639003,PHARMETICS (2011) INC,02311240
79723,COLDASIDE COLD,0217168001,TANTA PHARMACEUTICALS INC,02311682
79732,DIPHENHYDRAMINE HYDROCHLORIDE CAPLETS 25MG,0102639002,MARCAN PHARMACEUTICALS INC,02311771
79734,ANTIFUNGAL CREAM,0102537001,PHARMETICS (2011) INC,02311801
79764,CIPROFLOXACIN INJECTION,0123207007,FRESENIUS KABI CANADA LTD,02312123
79785,ALLERGY FORMULA JUNIOR STRENGTH,0102639007,PHARMETICS (2011) INC,02312352
79809,COLD AND COUGH RELIEF EXTRA STRENGTH,0319503005,PHARMETICS (2011) INC,02312565
79810,COLD AND FLU EXTRA STRENGTH DAY,0421980007,PHARMETICS (2011) INC,02312573
79942,BENREX,0104993027,IMREX INC.,02313898
79956,RAN-ROPINIROLE,0132618002,RANBAXY PHARMACEUTICALS CANADA INC.,02314045
80136,APO-TIMOP GEL,0131275001,APOTEX INC,02315858
80147,ALLERGY RELIEF,0122686002,PHARMASCIENCE INC,02315947
80163,ACT QUETIAPINE,0131858004,ACTAVIS PHARMA COMPANY,02316102
80188,DOM-LETROZOLE,0132937001,DOMINION PHARMACAL,02316374
80196,RIVA-PANTOPRAZOLE,0133229002,LABORATOIRE RIVA INC,02316455
80222,RIVA-QUETIAPINE,0131858004,LABORATOIRE RIVA INC,02316714
80260,ACETAMINOPHEN 325MG + METHOCARBAMOL 400MG CAPLETS,0212017001,MARCAN PHARMACEUTICALS INC,02317095
80261,ACETAMINOPHEN 500MG + METHOCARBAMOL 400MG EXTRA STRENGTH CAPLETS,0212017002,MARCAN PHARMACEUTICALS INC,02317109
80262,BISMUTH TABLETS WITH CALCIUM CARBONATE,0211863002,TANTA PHARMACEUTICALS INC,02317117
80282,ASPIRIN GRANULES,0101169012,BAYER INC,02317273
80330,DOM-BUPROPION SR,0131140003,DOMINION PHARMACAL,02317761
80348,ANTIBIOTIC CREAM FOR KIDS,0333294002,PHARMETICS (2011) INC,02317974
80378,REBIF,0131806006,EMD SERONO A DIVISION OF EMD INC CANADA,02318288
80399,PENDO-IBUPROFEN,0108883004,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318504
80401,PENDO-IBUPROFEN (200MG CAPLET),0108883004,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318520
80402,PENDO-IBUPROFEN ES,0108883002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318539
80404,ARCOSYL PLUS,0252492001,SERVIER CANADA INC,02318555
80405,ARCOSYL PLUS LD,0252492002,SERVIER CANADA INC,02318563
80413,OLMETEC,0152496001,MERCK CANADA INC,02318652
80434,ALLERGY CAPSULES EXTRA STRENGTH,0102639001,TANTA PHARMACEUTICALS INC,02318849
80437,RHINARIS RELIEF,0122686002,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318873
80439,RHINARIS RELIEF,0122686001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318881
80440,RHINARIS RELIEF,0122686003,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02318903
80451,CEFEPIME FOR INJECTION,0150504004,APOTEX INC,02319020
80462,SPF 30 ULTRA SUNSCREEN CONTINUOUS SPRAY,0544758048,PRIME ENTERPRISES INC,02319152
80557,AURO-TERBINAFINE,0132855001,AURO PHARMA INC,02320126
80573,SPF 30 SUNSCREEN STICK,0428435025,PRIME ENTERPRISES INC,02320290
80578,SPF 15 SUNSCREEN CONTINUOUS SPRAY WITH BRONZER,0335121007,PRIME ENTERPRISES INC,02320347
80579,PNP ACETAMINOPHEN TABLETS USP 325 MG REGULAR STRENGTH,0102009001,PNP PHARMACEUTICALS INC,02320355
80587,DOM-RABEPRAZOLE EC,0143681001,DOMINION PHARMACAL,02320452
80625,PMS-OMEPRAZOLE,0121643003,PHARMASCIENCE INC,02320843
80648,ITCH RELIEF CREAM,0102639006,PHARMETICS (2011) INC,02321076
80684,APO-ENTACAPONE,0143623001,APOTEX INC,02321459
80732,COLD AND NASAL CONGESTION RELIEF NIGHTTIME EXTRA STRENGTH,0414717004,PHARMETICS (2011) INC,02321912
80752,COMPLETE ONE COLD AND FLU PE NIGHT,0351461002,PHARMETICS (2011) INC,02322099
80753,COLD CHEST CONGESTION PE REGULAR STRENGTH,0351580001,PHARMETICS (2011) INC,02322102
80757,COLD AND NASAL CONGESTION RELIEF SUPER STRENGTH,0216113007,PHARMETICS (2011) INC,02322137
80766,COUGH SYRUP WITH CODEINE,0321611001,PHARMETICS (2011) INC,02322196
80769,"COUGH, COLD AND FLU RELIEF DAY SUPER STRENGTH",0319503009,PHARMETICS (2011) INC,02322226
80768,COLD AND FLU NIGHTTIME RELIEF SYRUP EXTRA STRENGTH,0550062001,PHARMETICS (2011) INC,02322234
80770,EPIRUBICIN HYDROCHLORIDE INJECTION,0116901002,UMAN PHARMA INC,02322242
80772,"COUGH, COLD AND FLU RELIEF COMPLETE NIGHT SUPER STRENGTH",0327704002,PHARMETICS (2011) INC,02322269
80787,LAXATIVE PLUS SOFTENER,0215780001,PHARMETICS (2011) INC,02322420
80788,SINUS PE DECONGESTANT,0100662008,PHARMETICS (2011) INC,02322439
80789,CHEST CONGESTION,0103181002,PHARMETICS (2011) INC,02322447
80808,MYLAN-ONDANSETRON INJECTION,0131120004,MYLAN PHARMACEUTICALS ULC,02322625
80819,NEW AMMELTZ,0252534001,CLASSICAL REMEDIA LTD,02322714
80823,PETROLATUM JELLY UNSCENTED,0148022001,PHARMETICS (2011) INC,02322757
80839,NORLEVO,0125218004,LABORATOIRE HRA PHARMA,02322919
80940,ADALAT OROS,0115253002,BAYER INC,02323923
80941,ADALAT OROS,0115253004,BAYER INC,02323931
80942,ADALAT OROS,0115253005,BAYER INC,02323958
80954,ACT MEMANTINE,0150423002,ACTAVIS PHARMA COMPANY,02324059
80992,A.S.A. WITH METHOCARBAMOL NIGHT-TIME EXTRA STRENGTH,0201273002,PHARMETICS (2011) INC,02324474
81008,EURO ASA,0101169013,EURO-PHARM INTERNATIONAL CANADA INC,02324644
81023,SINUS AND ALLERGY REGULAR STRENGTH,0312435004,PHARMETICS (2011) INC,02324792
81024,DAYTIME FLU RELIEF EXTRA STRENGTH,0319503001,PHARMETICS (2011) INC,02324806
81047,OMNITROPE,0228557006,SANDOZ CANADA INCORPORATED,02325055
81097,CEFTRIAXONE SODIUM FOR INJECTION BP,0117292005,STERIMAX INC,02325608
81101,CITRASATE C10125,0752576001,CHIEF MEDICAL SUPPLIES LTD,02325640
81143,IPG-ANASTROZOLE,0128681001,MARCAN PHARMACEUTICALS INC,02326094
81183,PINK PEARLIZED PLUS,0106942004,C.P. INDUSTRIES LTD,02326469
81196,PMS-ROPINIROLE,0132618002,PHARMASCIENCE INC,02326604
81203,EXTRA STRENGTH ACETAMINOPHEN TABLETS,0102009002,TEVA CANADA LIMITED,02326671
81219,DAYTIME SYMPTOM RELIEF EXTRA STRENGTH FOR SYMPTOMS OF COLD AND COUGH,0351264009,PHARMETICS (2011) INC,02326868
81220,HOT LIQUID RELIEF FOR SYMPTOMS OF FLU AND SORE THROAT,0312118007,PHARMETICS (2011) INC,02326876
81221,NIGHTTIME SYMPTOM RELIEF EXTRA STRENGTH FOR SYMPTOMS OF COLD AND COUGH,0351461005,PHARMETICS (2011) INC,02326884
81223,HOT LIQUID RELIEF FOR SYMPTOMS OF COLD AND COUGH,0315156007,PHARMETICS (2011) INC,02326906
81231,TEVA-RISEDRONATE/CALCIUM,0251633001,TEVA CANADA LIMITED,02326981
81256,APO-GATIFLOXACIN,0142621005,APOTEX INC,02327260
81269,SPF 30 ULTRA SPORT SUNSCREEN LOTION,0544758048,PRIME ENTERPRISES INC,02327376
81315,FLUGLUCOSCAN INJECTION,0152591001,ALBERTA HEALTH SERVICES,02327740
81328,GALLIUM (GA67) CITRATE INJECTION,0152589004,MALLINCKRODT RP CANADA INC,02327813
81329,TECHNELITE,0152593001,LANTHEUS MI CANADA INC,02327821
81336,HICON,0152597001,JUBILANT DRAXIMAGE INC,02327864
81338,XENON,0152596002,LANTHEUS MI CANADA INC,02327880
81339,XENON,0152596001,LANTHEUS MI CANADA INC,02327899
81346,THALLIUM,0152598002,LANTHEUS MI CANADA INC,02327961
81407,TECHNELITE,0152593002,LANTHEUS MI CANADA INC,02328550
81408,TECHNELITE,0152593003,LANTHEUS MI CANADA INC,02328569
81409,TECHNELITE,0152593004,LANTHEUS MI CANADA INC,02328577
81412,SUTENT,0151642004,PFIZER CANADA INC,02328607
81418,ZEVALIN,0152603001,SERVIER CANADA INC,02328674
81433,ONCOSCINT CR/OV,0152604001,HOSPIRA HEALTHCARE CORPORATION,02328712
81438,XENON XE-133 GAS,0152596003,BRISTOL-MYERS SQUIBB CANADA,02328747
81439,MYOVIEW,0152605001,GE HEALTHCARE CANADA INC,02328755
81441,GLUCOVISION,0152591007,CENTRE FOR PROBE DEVELOPMENT AND COMMERCIALIZATION,02328771
81442,AMERSCAN MEDRONATE II,0152606001,GE HEALTHCARE CANADA INC,02328798
81458,STANNOUS AGENT,0252607001,MEDIAM,02328917
81459,THALLOUS CHLORIDE TI-201 INJECTION,0152598002,MALLINCKRODT RP CANADA INC,02328925
81460,TECHNETIUM TC 99M TSC,0109248003,GE HEALTHCARE CANADA INC,02328933
81461,CANTRACE,0152591004,IPET PHARMACEUTICALS INC.,02328941
81462,CYANOCOBALAMIN (57CO) CAPSULES,0152608001,GE HEALTHCARE CANADA INC,02328968
81463,SODIUM IODIDE I-123 CAPSULES,0152609001,GE HEALTHCARE CANADA INC,02328976
81464,SODIUM IODIDE I-123 CAPSULES,0152609002,GE HEALTHCARE CANADA INC,02328984
81467,INDIUM 111-IN OXINE SOLUTION,0152611001,GE HEALTHCARE CANADA INC,02329026
81468,CERETEC,0152612001,GE HEALTHCARE CANADA INC,02329034
81469,METASTRON,0152610001,GE HEALTHCARE CANADA INC,02329042
81473,SEHCAT,0152613001,GE HEALTHCARE CANADA INC,02329050
81474,MDP MULTIDOSE UTILIPAK,0252614001,GE HEALTHCARE CANADA INC,02329069
81477,INDIUM IN-111 CHLORIDE STERILE SOLUTION,0152615001,GE HEALTHCARE CANADA INC,02329077
81478,INDIUM IN-111 CHLORIDE STERILE SOLUTION,0152615002,GE HEALTHCARE CANADA INC,02329085
81479,INDIUM DTPA IN 111,0152616001,GE HEALTHCARE CANADA INC,02329093
81480,DMSA,0252617001,GE HEALTHCARE CANADA INC,02329107
81481,HEPATATE,0213753004,MEDIAM,02329115
81482,YTTRIUM-90 CHLORIDE STERILE SOLUTION,0152618001,"MDS NORDION, A DIVISION OF MDS (CANADA) INC.",02329123
81494,LEUKOSCAN,0152620001,IMMUNOMEDICS INC,02329255
81495,CHOLETEC,0152621001,BRACCO IMAGING CANADA,02329263
81497,OCTREOSCAN,0252623001,MALLINCKRODT RP CANADA INC,02329271
81499,TECHNESCAN MAG3,0252624001,MALLINCKRODT RP CANADA INC,02329298
81500,TECHNESCAN PYP,0252625001,MALLINCKRODT CANADA ULC,02329301
81501,PHOSPHOCOL P32,0152626001,TYCO HEALTHCARE,02329328
81508,ULTRATAG RBC,0152627001,MALLINCKRODT RP CANADA INC,02329336
81509,ULTRA-TECHNEKOW DTE,0152628001,MALLINCKRODT CANADA ULC,02329344
81510,ULTRA-TECHNEKOW DTE,0152628002,MALLINCKRODT CANADA ULC,02329352
81511,ULTRA-TECHNEKOW DTE,0152628003,MALLINCKRODT CANADA ULC,02329360
81512,ULTRA-TECHNEKOW DTE,0152628004,MALLINCKRODT CANADA ULC,02329379
81513,ULTRA-TECHNEKOW DTE,0152628005,MALLINCKRODT CANADA ULC,02329387
81514,ULTRA-TECHNEKOW DTE,0152628006,MALLINCKRODT CANADA ULC,02329395
81519,TECHNESCAN HDP KIT,0252629001,TYCO HEALTHCARE,02329441
81520,HIGH PURITY INDIUM CHLORIDE IN 111 STERILE SOLUTION,0152615003,MALLINCKRODT RP CANADA INC,02329468
81521,ISOJEX SYRINGES I 125,0152630001,TYCO HEALTHCARE,02329476
81522,SODIUM IODIDE I-131 CAPSULES,0152597002,MALLINCKRODT RP CANADA INC,02329484
81523,SODIUM IODIDE I-131 CAPSULES,0152597003,MALLINCKRODT RP CANADA INC,02329492
81524,SODIUM IODIDE I-131 CAPSULES,0152597004,MALLINCKRODT RP CANADA INC,02329506
81525,SODIUM IODIDE I-131 CAPSULES,0152597005,MALLINCKRODT RP CANADA INC,02329514
81526,SODIUM IODIDE I-131 CAPSULES,0152597006,MALLINCKRODT RP CANADA INC,02329522
81527,SODIUM IODIDE I-131 CAPSULES,0152597007,MALLINCKRODT RP CANADA INC,02329530
81528,SODIUM IODIDE I-131 CAPSULES,0152597008,MALLINCKRODT RP CANADA INC,02329549
81529,SODIUM IODIDE I-131 CAPSULES,0152597009,MALLINCKRODT RP CANADA INC,02329557
81530,SODIUM IODIDE I-131 CAPSULES,0152597010,MALLINCKRODT RP CANADA INC,02329565
81531,SODIUM IODIDE I-131 CAPSULES,0152597011,MALLINCKRODT RP CANADA INC,02329573
81532,SODIUM IODIDE I-131 CAPSULES,0152597012,MALLINCKRODT RP CANADA INC,02329581
81533,SODIUM IODIDE I-131 CAPSULES,0152597012,MALLINCKRODT RP CANADA INC,02329603
81534,SODIUM IODIDE I-131 CAPSULES,0152597013,MALLINCKRODT RP CANADA INC,02329611
81535,SODIUM IODIDE I-131 CAPSULES,0152597014,MALLINCKRODT RP CANADA INC,02329638
81536,SODIUM IODIDE I-131 CAPSULES,0152597015,MALLINCKRODT RP CANADA INC,02329646
81537,SODIUM IODIDE I-131 CAPSULES,0152597016,MALLINCKRODT RP CANADA INC,02329654
81538,SODIUM IODIDE I-131 CAPSULES,0152597017,MALLINCKRODT RP CANADA INC,02329662
81539,SODIUM IODIDE I-131 CAPSULES,0152597018,MALLINCKRODT RP CANADA INC,02329670
81540,SODIUM IODIDE I 131 ORAL SOLUTION,0152597019,MALLINCKRODT CANADA ULC,02329689
81541,SODIUM IODIDE I 131 ORAL SOLUTION,0152597007,MALLINCKRODT RP CANADA INC,02329697
81542,SODIUM IODIDE I 131 ORAL SOLUTION,0152597020,MALLINCKRODT RP CANADA INC,02329700
81544,DRAXIMAGE DTPA,0160510001,JUBILANT DRAXIMAGE INC,02329727
81545,PROSTASCINT,0152633001,EUSA PHARMA INC,02329735
81546,DRAXIMAGE SODIUM IODIDE I131 CAPSULES USP,0152597021,JUBILANT DRAXIMAGE INC,02329743
81547,DRAXIMAGE SODIUM IODIDE I131 CAPSULES USP,0152597026,JUBILANT DRAXIMAGE INC,02329751
81548,DRAXIMAGE SODIUM IODIDE I131 SOLUTION USP,0152597021,JUBILANT DRAXIMAGE INC,02329778
81549,DRAXIMAGE SODIUM IODIDE I131 SOLUTION USP,0152597024,JUBILANT DRAXIMAGE INC,02329786
81550,KIT FOR THE PREPARATION OF TECHNETIUM TC 99M SESTAMIBI INJECTION,0152590001,MALLINCKRODT RP CANADA INC,02329794
81551,TECHNELITE TECHNITIUM TC99M GENERATOR,0152593005,BRISTOL-MYERS SQUIBB CANADA,02329808
81552,GALLIUM CITRATE GA 67 INJECTION,0152589001,BRISTOL-MYERS SQUIBB CANADA,02329816
81555,"THALLIUM, THALLOUS CHLORIDE TI201",0152598003,BRISTOL-MYERS SQUIBB CANADA,02329824
81556,MDP-BRACCO,0152619003,BRACCO IMAGING CANADA,02329859
81559,CEA-SCAN,0152634001,IMMUNOMEDICS INC,02329867
81561,STERITEARS AR,0203290001,LABORATOIRES STERIGEN INC,02329875
81563,STERITEARS,0107589002,LABORATOIRES STERIGEN INC,02329883
81575,QUADRAMET,0152635002,SUPERNA LIFE SCIENCES INCORPORATED,02329999
81583,AMERSCAN PENTETATE II,0152636001,GE HEALTHCARE CANADA INC,02330075
81617,JAMP-QUETIAPINE,0131858004,JAMP PHARMA CORPORATION,02330431
81630,SUMATRIPTAN INJECTION,0123238006,TEVA CANADA LIMITED,02330571
81647,VIBATIV,0152639001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02330717
81687,DOM-ROPINIROLE,0132618001,DOMINION PHARMACAL,02331152
81688,DOM-ROPINIROLE,0132618002,DOMINION PHARMACAL,02331160
81689,DOM-ROPINIROLE,0132618003,DOMINION PHARMACAL,02331179
81690,DOM-ROPINIROLE,0132618004,DOMINION PHARMACAL,02331187
81741,FLUPENTIXOL DECANOATE INJECTION BP,0114584001,SANDOZ CANADA INCORPORATED,02331713
81746,SANDOZ OMEPRAZOLE,0121643003,SANDOZ CANADA INCORPORATED,02331764
81747,SANDOZ OMEPRAZOLE,0121643001,SANDOZ CANADA INCORPORATED,02331772
